Tree,Canker,DateInfected,Site,Height,Plot,TRT,Area,2012Code,CODE2012,2012V,2012Euro,2012COLI,2012Tricho.,2012Didym.,2012Botryo,2012Penic.,2012Pest.,2012Epico,2012Paraco.,2012#3 Dothiorella,2012Umbel.,2012Unknow,2012VC,2012Rating,CODE2011,2011V,2011Euro,2011COLI,2011Cont.,2011VC,2011Rating,CODE2010,2010V,2010Euro,2010COLI,2010Cont.,2010VC,2010Rating,CODE2009,2009V,2009Euro,2009COLI,2009Cont.,2009VC,2009Rating,Rating2008,CODE2007,"n/no/o,n/o",Living(1)Dead(0),VC07VC,V2007,Euro,COLI,Cont.,Rating07Canker,CODE2006,Living(1)Dead(0),VC06 VC,V2006,Euro,COLI,Cont.,Rating06,CODE2005,Living(1)Dead(0),TrtPlot,Tree05Trt,Canker05Trt,Status2005,VC05 VC,V2005,Euro,COLI,Cont.,Rating05Canker,CODE2004,Tree04Trt,Canker04Trt,Status2004,Compat04 VC,04V,04 Euro,04 COLI,04 Cont.,Rating04Canker,Tree03Trt,Canker03Trt,Compat03 VC,Status2003,03V,03 Euro,03 COLI,03 Cont.,Rating03Canker,Compat02 VC,Status2002,02V,02 Euro,02 COLI,02 Cont.,02 Trich,RatingCanker,Compat01 VC,Status2001,01V,01 Euro,01 COLI,01 Cont,01 Tricho,RatingCanker,Compat2000 v-c,Status2000,00 V,00 Euro,00 COLI,00 Cont,00 Trich,RatingCanker,Compat.99 v-c,Status1999,99V1999,99 Euro,99 COLI,99 Cont,99 Trich,RatingCanker,Status1998,98V1998,98 Euro,98 COLI,98 Contam.,Rating98 Canker,Status1994,94 V,94 COLI1994,94 Cont.,Status1995,95 V,95 COLI1995,95 Cont.,Status1996,96 V1996,96 COLI,96 Cont.,96 Euro,1997Status,97 V1997,97 COLI,97 Euro,97 Cont.,NANA,NANA,,,NANA
321,A2,5-May,Bock.,1,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,4,2,16,3,1,1,1,0,0,11,4,16,1,1,2,0,0,10,4,16,1,2,0,0,3,1,9,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
321,A3,5-May,Bock.,2,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,4,0,0,1,,4,16,3,1,1,4,0,0,8,2,16,1,1,5,0,0,7,2,16,1,2,,,ns,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
321,B1,10-Jun,Bock.,0.25,2,0,1,0,,,,,,,,,,,,,,,,3,16,7,2,0,3,1,3,16,7,0,0,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
325,1,May-00,Bock.,3,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,0,0,8,0,2,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
325,2,May-00,Bock.,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8,0,0,4,0,3,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
325,3,1-May,Bock.,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
326,1,May-00,Bock.,0.5,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,16,0,2,,,DEAD,,,,,,,16,2,,,,,,,,,,,,,,,,,,,1,12,0,0,0,0,2,1,3,12,0,0,0,0,3,1,3,11,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
326,2,2-May,Bock.,3,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,16,0,2,,,DEAD,,,,,,,16,2,,,,,,,,,,,,,,,,,,1,2,11,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
326,3,2-May,Bock.,4,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,16,0,2,,,DEAD,,,,,,,16,2,,,,,,,,,,,,,,,,,,1,2,12,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
326,6,8-Jun,Bock.,7,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,1,May-00,Bock.,16,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,13,1,1,3,4,0,5,,13,1,1,,,ns,,,,,,,13,0,0,ns,,,,,,2,,,,,,,,,,,1,,,,,,4,1,3,10,0,0,2,0,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,5,7-May,Bock.,7,3,1,1,0,,,,,,,,,,,,,,,,3,13,1,8,0,3,1,2,,,,,,,,13,0,2,0,10,,3,,13,3,1,1,10,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,A1,1-May,Bock.,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,13,0,1,,,dead,,,,,,,13,0,,dead,,,,,,,,,,,,,,,,1,1,12,0,0,0,0,4,1,3,12,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,B1,1-May,Bock.,4,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,13,1,1,0,0,3,1,6,0,0,6,4,13,0,0,3,1,1,11,0,0,,,,,,,,,,,1,1,12,0,0,0,0,4,1,3,10,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,B2,5-May,Bock.,0.25,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,13,1,1,0,0,3,1,12,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,C1,2-May,Bock.,8,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,13,1,1,0,0,3,,,,,,4,13,0,,,,,,,,2,,,,,,,,,,1,2,12,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,D1,2-May,Bock.,5,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,13,1,1,0,0,3,,0,10,0,2,,13,0,,ns,,,,,,,,,,,,,,,,1,2,12,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,E1,8-Jun,Bock.,3,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,F1,9-Jun,Bock.,6,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,0,0,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,G1,8-Jun,Bock.,4,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,G2,8-Jun,Bock.,4,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,H1,9-Jun,Bock.,0.25,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,4,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
328,I,,Bock.,,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
330,1,May-00,Bock.,7,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,,,0,,,,,,,12,1,,0,4,0,8,2,12,1,1,1,0,2,,0,10,0,2,3,12,1,0,2,1,4,5,0,3,2,,,,,,,,,,,1,0,9,0,3,0,4,1,3,10,0,0,2,0,3,,3,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
330,2,1-May,Bock.,3,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,,,0,,,,,,,12,1,,0,0,0,12,2,12,1,1,1,0,2,1,1,9,0,2,2,12,1,0,2,,0,6,0,6,2,,,,,,,,,,1,1,2,10,0,0,0,3,1,3,11,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
330,3,2-May,Bock.,2.5,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,,,0,,,,,,,12,1,,1,0,0,11,2,12,1,1,1,0,2,,0,6,0,6,2,12,1,0,2,,0,11,0,1,2,,,,,,,,,,1,2,6,2,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
330,A1,8-Jun,Bock.,2.5,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,0,0,7,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
330,B1,8-Jun,Bock.,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,0,0,10,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
330,C1,8-Jun,Bock.,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
330,C2,8-Jun,Bock.,2,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
337,1,May-00,Bock.,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,12,0,0,0,0,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
337,2,1-May,Bock.,9,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,10,0,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
341,1,May-00,Bock.,3,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,1,0,0,2,4,1,3,12,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
341,2,1-May,Bock.,6,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,12,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
359,1,May-00,Bock.,2.5,5,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8,0,0,4,1,,,23,3,0,1,2,0,0,10,,,0,,,,,,,23,0,1,,,DEAD,,,,,,,23,0,,DEAD,,,,,,,0,,,ns,,,,,,1,1,11,0,0,1,0,4,1,3,12,0,0,0,0,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
359,2,1-May,Bock.,6.5,5,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,23,3,0,1,2,0,0,10,,,0,,,,,,,23,0,1,,,DEAD,,,,,,,23,0,,DEAD,,,,,,,0,0,1,3,10,0,0,2,4,1,1,12,0,0,0,0,4,1,3,12,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
359,3,1-May,Bock.,8.5,5,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,23,0,1,,,DEAD,,,,,,,23,0,,DEAD,,,,,,,,,,ns,,,,,,1,1,10,0,0,2,0,4,1,3,11,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
359,4,3-May,Bock.,20,5,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,23,0,1,,,DEAD,,,,,,,23,0,,DEAD,,,,,,,,,,ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
359,A1,9-Jun,Bock.,0.5,5,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,3,,,,,,,,,,,NS,1,,,,,,,23,1,1,,,DEAD,,,,,,,23,0,,DEAD,,,,,,,0,0,1,3,10,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
360,1,May-00,Bock.,4,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,22,1,,0,0,0,12,1,22,1,1,1,0,2,1,7,0,0,5,,22,1,,ns,,,,,,,1,0,1,1,10,0,0,2,4,1,1,9,0,0,3,0,3,1,3,7,0,0,2,3,4,1,3,6,0,0,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
360,2,1-May,Bock.,2,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,22,1,1,5,0,0,7,1,22,1,1,1,0,2,1,9,0,0,3,,22,1,,ns,,,,,,,,0,1,1,7,0,0,5,4,1,1,10,0,0,2,0,3,1,3,9,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
360,3,2-May,Bock.,1,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,22,1,1,7,0,0,5,1,22,1,1,1,0,2,1,12,0,0,0,,22,1,,ns,,,,,,,,0,,1,1,0,0,11,4,1,2,11,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
360,4,5-May,Bock.,,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,NS,1,,,,,,,22,1,1,1,0,2,1,5,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
360,5,5-May,Bock.,,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,NS,1,,,,,,,22,1,1,1,0,2,1,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
360,6,5-May,Bock.,,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,NS,1,,,,,,,22,1,1,1,0,2,1,9,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
360,A1,8-Jun,Bock.,1,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7,0,0,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
360,B1,8-Jun,Bock.,0.1,5,1,2,0,,,,,,,,,,,,,,,,,22,1,1,0,10,1,2,,,,,,,,22,10,0,0,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
360,B2,10-Jun,Bock.,5,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,22,3,1,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,1,May-00,Bock.,0.5,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,,,,,,,,22,1,1,5,0,0,7,4,22,1,1,1,0,2,1,8,0,0,4,4,22,1,0,2,1,11,0,0,1,3,1,0,1,1,12,0,0,0,3,1,1,4,0,0,8,0,4,1,3,12,0,0,0,0,4,6,3,3,0,0,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,2,1-May,Bock.,1,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,22,1,1,3,0,0,9,2,22,1,1,1,0,2,1,7,0,0,5,4,22,1,0,2,1,5,0,0,7,1,,0,1,1,11,0,0,1,3,,1,6,0,0,6,0,4,1,3,8,0,0,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,3,1-May,Bock.,1,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,4,22,1,1,1,0,2,1,8,0,0,4,4,22,1,0,2,1,9,0,0,3,1,,0,1,1,11,0,0,1,3,,1,8,0,0,4,0,4,,NS,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,4,3-Sep,Bock.,75,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,,ns,,,,,,,,0,1,1,12,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,5,3-Sep,Bock.,76,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,,ns,,,,,,,,0,1,1,12,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,6,3-Sep,Bock.,76,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,,ns,,,,,,,,0,,1,0,0,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,7,3-Sep,Bock.,71,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,,ns,,,,,,,,0,1,1,9,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,8,3-Sep,Bock.,72,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,,ns,,,,,,,,0,12,1,10,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,9,3-Sep,Bock.,72,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,,ns,,,,,,,,0,1,1,11,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,10,3-Sep,Bock.,70,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,0,2,1,9,0,0,3,3,,0,12,1,12,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,11,3-Sep,Bock.,1,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,22,1,1,10,0,0,2,4,22,1,1,1,0,2,1,5,5,0,2,3,22,1,0,2,1,11,0,0,1,,,0,1,1,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,12,3-Sep,Bock.,71,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,,ns,,,,,,,,0,1,1,12,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,13,3-Sep,Bock.,69,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,,ns,,,,,,,,0,1,1,10,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,14,3-Sep,Bock.,69,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,,ns,,,,,,,,0,1,1,12,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,15,3-Sep,Bock.,67,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,0,2,1,8,0,0,4,2,,0,1,1,8,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
361,16,3-Sep,Bock.,67,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,22,1,1,,,ns,,,,,,,22,1,0,2,1,3,0,0,9,4,,0,1,1,9,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
